blockId;channel;programme;blockType_org;blockType_mod;xDate;xTime;ratecard;freeTime;week;timeband;wantedness;bookedness;eqPriceNet;grpTg_01;grpTg_02;grpTg_50;grpTg_98;grpTg_99;positionCode;scheduleInfo
-764892276;TVN;POWER COUPLE /2;MIDDLE;REGULAR MIDDLE;2021-05-08;20:41:00;35500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,1544;3,0822;3,01;2,9859;2,9859;50;
-764892279;TVN;POWER COUPLE /3;MIDDLE;REGULAR MIDDLE;2021-05-08;21:13:00;41500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,4164;3,3382;3,26;3,2339;3,2339;50;
-764892284;TVN;W STARYM DOBRYM STYLU /1;MIDDLE;REGULAR MIDDLE;2021-05-08;21:53:00;22100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,0331;1,9865;1,94;1,9244;1,9244;50;
-764892287;TVN;W STARYM DOBRYM STYLU /2;MIDDLE;SANDWICH AFTER;2021-05-08;22:43:00;23100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,075;2,0275;1,98;1,9641;1,9641;50;
-764892289;TVN;W STARYM DOBRYM STYLU /3;MIDDLE;SANDWICH BEFORE;2021-05-08;22:50:00;23100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,0421;2,026;2,01;2,01;2,01;50;
-764892292;TVN;W STARYM DOBRYM STYLU /4;POST;SANDWICH AFTER;2021-05-08;23:23:00;6000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9536;0,9318;0,91;0,9027;0,9027;50;
-764892295;TVN;LEGION SAMOBÓJCÓW;PRE;SANDWICH BEFORE;2021-05-08;23:31:00;6000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,7823;0,7761;0,77;0,77;0,77;50;
-764892297;TVN;LEGION SAMOBÓJCÓW /1;MIDDLE;SANDWICH AFTER;2021-05-08;00:07:00;2800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,6707;0,6553;0,64;0,6348;0,6348;50;
-764892299;TVN;LEGION SAMOBÓJCÓW /2;MIDDLE;SANDWICH BEFORE;2021-05-08;00:14:00;2500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,6299;0,6249;0,62;0,62;0,62;50;
-764892301;TVN;LEGION SAMOBÓJCÓW /3;MIDDLE;SANDWICH AFTER;2021-05-08;01:08:00;1100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,3144;0,3072;0,3;0,2976;0,2976;50;
-764892303;TVN;LEGION SAMOBÓJCÓW /4;MIDDLE;SANDWICH BEFORE;2021-05-08;01:15:00;1100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2743;0,2721;0,27;0,27;0,27;50;
-764892307;TVN;UWAGA!;PRE;REGULAR BEFORE;2021-05-09;02:05:00;1100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2438;0,2419;0,24;0,238;0,238;50;
-764892308;TVN;NOC MAGII (TVN);PRE;REGULAR BEFORE;2021-05-09;02:24:00;500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2032;0,2016;0,2;0,1984;0,1984;50;
-764892310;TVN;NOC MAGII (TVN) /1;MIDDLE;REGULAR MIDDLE;2021-05-09;03:05:00;500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1152;0,1126;0,11;0,1091;0,1091;50;
-764892312;TVN;NOC MAGII (TVN) /2;POST;REGULAR AFTER;2021-05-09;03:47:00;500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0784;0,0761;0,07;0,0672;0,0672;50;
-764892334;TVN;UWAGA!;PRE;REGULAR BEFORE;2021-05-09;05:03:00;700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0711;0,0705;0,07;0,0694;0,0694;50;
-764892336;TVN;UKRYTA PRAWDA;PRE;REGULAR BEFORE;2021-05-09;05:19:00;700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0609;0,0604;0,06;0,0595;0,0595;50;
-764892338;TVN;UKRYTA PRAWDA /1;MIDDLE;REGULAR MIDDLE;2021-05-09;05:35:00;700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0838;0,0819;0,08;0,0793;0,0793;50;
-764892341;TVN;UKRYTA PRAWDA /2;MIDDLE;REGULAR MIDDLE;2021-05-09;06:00:00;1100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1676;0,1638;0,16;0,1587;0,1587;50;
-764892346;TVN;KUCHENNE REWOLUCJE 9;PRE;REGULAR BEFORE;2021-05-09;06:23:00;1100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1524;0,1512;0,15;0,1488;0,1488;50;
-764892348;TVN;KUCHENNE REWOLUCJE 9 /1;MIDDLE;REGULAR MIDDLE;2021-05-09;06:35:00;1500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1781;0,174;0,17;0,1686;0,1686;50;
-764892351;TVN;KUCHENNE REWOLUCJE 9 /2;MIDDLE;REGULAR MIDDLE;2021-05-09;07:01:00;2600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,3458;0,3379;0,33;0,3273;0,3273;50;
-764892356;TVN;NOWA MAJA W OGRODZIE 5;PRE;REGULAR BEFORE;2021-05-09;07:24:00;2500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2946;0,2923;0,29;0,2876;0,2876;50;
-764892358;TVN;NOWA MAJA W OGRODZIE 5 /1;MIDDLE;REGULAR MIDDLE;2021-05-09;07:40:00;2600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,3353;0,3276;0,32;0,3174;0,3174;50;
-764892365;TVN;DZIEŃ DOBRY TVN;PRE;REGULAR BEFORE;2021-05-09;07:58:00;3500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,447;0,4435;0,44;0,4364;0,4364;50;
-764892367;TVN;DZIEŃ DOBRY TVN /1;MIDDLE;REGULAR MIDDLE;2021-05-09;08:15:00;5900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,7336;0,7168;0,7;0,6944;0,6944;50;
-764892372;TVN;DZIEŃ DOBRY TVN /2;MIDDLE;REGULAR MIDDLE;2021-05-09;08:41:00;9800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1842;1,1571;1,13;1,1209;1,1209;50;
-764892379;TVN;DZIEŃ DOBRY TVN /3;MIDDLE;REGULAR MIDDLE;2021-05-09;09:13:00;13500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,6244;1,5872;1,55;1,5376;1,5376;50;
-764892384;TVN;DZIEŃ DOBRY TVN /4;MIDDLE;REGULAR MIDDLE;2021-05-09;09:48:00;17400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,0645;2,0172;1,97;1,9542;1,9542;50;
-764892391;TVN;DZIEŃ DOBRY TVN /5;MIDDLE;REGULAR MIDDLE;2021-05-09;10:13:00;19200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,2636;2,2118;2,16;2,1427;2,1427;50;
-764892396;TVN;DZIEŃ DOBRY TVN /6;MIDDLE;REGULAR MIDDLE;2021-05-09;10:43:00;22000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,4418;2,3859;2,33;2,3113;2,3113;50;
-764892404;TVN;DZIEŃ DOBRY TVN /7;POST;SANDWICH AFTER;2021-05-09;11:27:00;18100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,1588;2,1094;2,06;2,0435;2,0435;50;
-764892407;TVN;CO ZA TYDZIEŃ;PRE;SANDWICH BEFORE;2021-05-09;11:34:00;13200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,8491;1,8345;1,82;1,82;1,82;50;
-764892409;TVN;CO ZA TYDZIEŃ /1;MIDDLE;REGULAR MIDDLE;2021-05-09;11:45:00;12700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,6558;1,6179;1,58;1,5673;1,5673;50;
-764892414;TVN;INSPIRUJĄCE KOBIETY /1;MIDDLE;REGULAR MIDDLE;2021-05-09;12:20:00;11700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,5196;1,4848;1,45;1,4384;1,4384;50;
-764892419;TVN;POWER COUPLE;PRE;REGULAR BEFORE;2021-05-09;12:34:00;11300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,3004;1,2902;1,28;1,2697;1,2697;50;
-764892421;TVN;POWER COUPLE /1;MIDDLE;REGULAR MIDDLE;2021-05-09;12:50:00;9000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2052;1,1776;1,15;1,1408;1,1408;50;
-764892424;TVN;POWER COUPLE /2;MIDDLE;REGULAR MIDDLE;2021-05-09;13:20:00;9800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2052;1,1776;1,15;1,1408;1,1408;50;
-764892427;TVN;POWER COUPLE /3;MIDDLE;REGULAR MIDDLE;2021-05-09;13:52:00;9800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,048;1,024;1;0,992;0,992;50;
-764892432;TVN;LEGO MASTERS;PRE;REGULAR BEFORE;2021-05-09;14:08:00;10100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0668;1,0584;1,05;1,0416;1,0416;50;
-764892434;TVN;LEGO MASTERS /1;MIDDLE;REGULAR MIDDLE;2021-05-09;14:21:00;11800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2261;1,198;1,17;1,1606;1,1606;50;
-764892437;TVN;LEGO MASTERS /2;MIDDLE;REGULAR MIDDLE;2021-05-09;14:48:00;12900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2261;1,198;1,17;1,1606;1,1606;50;
-764892440;TVN;LEGO MASTERS /3;MIDDLE;SANDWICH AFTER;2021-05-09;15:18:00;13900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2785;1,2492;1,22;1,2102;1,2102;50;
-764892442;TVN;LEGO MASTERS /4;MIDDLE;SANDWICH BEFORE;2021-05-09;15:23:00;13900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2395;1,2297;1,22;1,22;1,22;50;
-764892446;TVN;PIENIĄDZE TO NIE WSZYSTKO;PRE;REGULAR BEFORE;2021-05-09;15:37:00;8100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,955;0,9475;0,94;0,9324;0,9324;50;
-764892448;TVN;PIENIĄDZE TO NIE WSZYSTKO /1;MIDDLE;SANDWICH AFTER;2021-05-09;16:05:00;14500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,268;1,239;1,21;1,2003;1,2003;50;
-764892450;TVN;PIENIĄDZE TO NIE WSZYSTKO /2;MIDDLE;SANDWICH BEFORE;2021-05-09;16:12:00;14500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2293;1,2196;1,21;1,21;1,21;50;
-764892452;TVN;PIENIĄDZE TO NIE WSZYSTKO /3;MIDDLE;SANDWICH AFTER;2021-05-09;17:00:00;18300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,6663;1,6281;1,59;1,5772;1,5772;50;
-764892454;TVN;PIENIĄDZE TO NIE WSZYSTKO /4;MIDDLE;SANDWICH BEFORE;2021-05-09;17:05:00;18300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,6154;1,6027;1,59;1,59;1,59;50;
-764892457;TVN;TOTALNE REMONTY SZELĄGOWSKIEJ ;PRE;REGULAR BEFORE;2021-05-09;17:52:00;12100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1988;1,1894;1,18;1,1705;1,1705;50;
-764892460;TVN;TOTALNE REMONTY SZELĄGOWSKIEJ  /1;MIDDLE;REGULAR MIDDLE;2021-05-09;18:10:00;21800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,8864;1,8432;1,8;1,7856;1,7856;50;
-764892463;TVN;TOTALNE REMONTY SZELĄGOWSKIEJ  /2;MIDDLE;REGULAR MIDDLE;2021-05-09;18:36:00;25600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,4628;2,4064;2,35;2,3312;2,3312;50;
-764892467;TVN;FAKTY;PRE;REGULAR BEFORE;2021-05-09;18:56:00;65100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,9174;4,8787;4,84;4,8012;4,8012;50;
-764892468;TVN;FAKTY /1;POST;SANDWICH AFTER;2021-05-09;19:21:00;71500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;6,8015;6,6457;6,49;6,438;6,438;50;
-764892470;TVN;SPORT;PRE;SANDWICH BEFORE;2021-05-09;19:25:00;59900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;6,0147;5,9673;5,92;5,92;5,92;50;
-764892475;TVN;POGODA;PRE;REGULAR BEFORE;2021-05-09;19:29:00;52800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;5,6591;5,6145;5,57;5,5254;5,5254;50;
-764892479;TVN;UWAGA!;PRE;REGULAR BEFORE;2021-05-09;19:39:00;51400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,9174;4,8787;4,84;4,8012;4,8012;50;
-764892481;TVN;MASTERCHEF JUNIOR 6 /1;MIDDLE;REGULAR MIDDLE;2021-05-09;20:10:00;50300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,433;4,3315;4,23;4,1961;4,1961;50;
-764892484;TVN;MASTERCHEF JUNIOR 6 /2;MIDDLE;REGULAR MIDDLE;2021-05-09;20:41:00;52600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,9928;3,9014;3,81;3,7795;3,7795;50;
-764892487;TVN;MASTERCHEF JUNIOR 6 /3;MIDDLE;SANDWICH AFTER;2021-05-09;21:13:00;54600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,2863;4,1881;4,09;4,0572;4,0572;50;
-764892489;TVN;MASTERCHEF JUNIOR 6 /4;MIDDLE;SANDWICH BEFORE;2021-05-09;21:19:00;54600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,1554;4,1227;4,09;4,09;4,09;50;
-764892493;TVN;SKOK STULECIA;PRE;REGULAR BEFORE;2021-05-09;21:32:00;34000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,7533;2,7316;2,71;2,6883;2,6883;50;
-764892495;TVN;SKOK STULECIA /1;MIDDLE;SANDWICH AFTER;2021-05-09;22:13:00;24100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,0436;1,9968;1,95;1,9344;1,9344;50;
-764892497;TVN;SKOK STULECIA /2;MIDDLE;SANDWICH BEFORE;2021-05-09;22:20:00;24100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,9812;1,9656;1,95;1,95;1,95;50;
-764892499;TVN;SKOK STULECIA /3;MIDDLE;REGULAR MIDDLE;2021-05-09;23:08:00;19000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,813;1,7715;1,73;1,7161;1,7161;50;
-764892501;TVN;SKOK STULECIA /4;MIDDLE;SANDWICH AFTER;2021-05-09;23:16:00;19000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,6034;1,5667;1,53;1,5177;1,5177;50;
-764892505;TVN;EX MACHINA;PRE;SANDWICH BEFORE;2021-05-09;00:18:00;4300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,4978;0,4939;0,49;0,49;0,49;50;
-764892507;TVN;EX MACHINA /1;MIDDLE;SANDWICH AFTER;2021-05-09;00:36:00;3900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,3877;0,3788;0,37;0,367;0,367;50;
-764892509;TVN;EX MACHINA /2;MIDDLE;SANDWICH BEFORE;2021-05-09;00:42:00;2700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,3149;0,3124;0,31;0,31;0,31;50;
-764892511;TVN;EX MACHINA /3;MIDDLE;SANDWICH AFTER;2021-05-09;01:27:00;1500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2305;0,2252;0,22;0,2182;0,2182;50;
-764892513;TVN;EX MACHINA /4;MIDDLE;SANDWICH BEFORE;2021-05-09;01:35:00;1500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2032;0,2016;0,2;0,2;0,2;50;
-764892517;TVN;KUCHENNE REWOLUCJE 22;PRE;REGULAR BEFORE;2021-05-10;02:30:00;1400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1219;0,1209;0,12;0,119;0,119;50;
-764892519;TVN;KUCHENNE REWOLUCJE 22 /1;MIDDLE;SANDWICH AFTER;2021-05-10;02:43:00;1500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1257;0,1228;0,12;0,119;0,119;50;
-764892521;TVN;KUCHENNE REWOLUCJE 22 /2;MIDDLE;SANDWICH BEFORE;2021-05-10;02:48:00;1500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1524;0,1512;0,15;0,15;0,15;50;
-764892523;TVN;KUCHENNE REWOLUCJE 22 /3;MIDDLE;REGULAR MIDDLE;2021-05-10;03:15:00;1800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1572;0,1536;0,15;0,1488;0,1488;50;
-764892528;TVN;NOC MAGII (TVN);PRE;REGULAR BEFORE;2021-05-10;03:37:00;800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1117;0,1108;0,11;0,1091;0,1091;50;
-764892529;TVN;NOC MAGII (TVN) /1;MIDDLE;REGULAR MIDDLE;2021-05-10;04:15:00;700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0733;0,0716;0,07;0,0694;0,0694;50;
-764892531;TVN;NOC MAGII (TVN) /2;POST;SANDWICH AFTER;2021-05-10;04:57:00;400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0419;0,0409;0,04;0,0396;0,0396;50;
-764892635;TVN;UWAGA!;PRE;SANDWICH BEFORE;2021-05-10;05:04:00;400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0406;0,0403;0,04;0,04;0,04;50;
-764892637;TVN;NOWA MAJA W OGRODZIE 5;PRE;REGULAR BEFORE;2021-05-10;05:19:00;700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0711;0,0705;0,07;0,0694;0,0694;50;
-764892639;TVN;NOWA MAJA W OGRODZIE 5 /1;MIDDLE;REGULAR MIDDLE;2021-05-10;05:35:00;1200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,0943;0,0921;0,09;0,0892;0,0892;50;
-764892646;TVN;UKRYTA PRAWDA;PRE;REGULAR BEFORE;2021-05-10;05:54:00;1400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1117;0,1108;0,11;0,1091;0,1091;50;
-764892648;TVN;UKRYTA PRAWDA /1;MIDDLE;REGULAR MIDDLE;2021-05-10;06:10:00;1200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1048;0,1024;0,1;0,0992;0,0992;50;
-764892651;TVN;UKRYTA PRAWDA /2;MIDDLE;REGULAR MIDDLE;2021-05-10;06:35:00;2100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,241;0,2355;0,23;0,2281;0,2281;50;
-764892656;TVN;KUCHENNE REWOLUCJE 9;PRE;REGULAR BEFORE;2021-05-10;06:55:00;2500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2438;0,2419;0,24;0,238;0,238;50;
-764892658;TVN;KUCHENNE REWOLUCJE 9 /1;MIDDLE;REGULAR MIDDLE;2021-05-10;07:10:00;3300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,3668;0,3584;0,35;0,3472;0,3472;50;
-764892661;TVN;KUCHENNE REWOLUCJE 9 /2;MIDDLE;REGULAR MIDDLE;2021-05-10;07:36:00;4700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,5449;0,5324;0,52;0,5158;0,5158;50;
-764892666;TVN;DZIEŃ DOBRY TVN;PRE;REGULAR BEFORE;2021-05-10;07:58:00;6100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,6299;0,6249;0,62;0,615;0,615;50;
-764892668;TVN;DZIEŃ DOBRY TVN /1;MIDDLE;REGULAR MIDDLE;2021-05-10;08:15:00;7200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,8174;0,7987;0,78;0,7737;0,7737;50;
-764892675;TVN;DZIEŃ DOBRY TVN /2;MIDDLE;REGULAR MIDDLE;2021-05-10;08:44:00;8800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0794;1,0547;1,03;1,0217;1,0217;50;
-764892678;TVN;DZIEŃ DOBRY TVN /3;MIDDLE;REGULAR MIDDLE;2021-05-10;09:15:00;9800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2156;1,1878;1,16;1,1507;1,1507;50;
-764892685;TVN;DZIEŃ DOBRY TVN /4;MIDDLE;REGULAR MIDDLE;2021-05-10;09:45:00;10600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2785;1,2492;1,22;1,2102;1,2102;50;
-764892688;TVN;DZIEŃ DOBRY TVN /5;MIDDLE;REGULAR MIDDLE;2021-05-10;10:16:00;11400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,3204;1,2902;1,26;1,2499;1,2499;50;
-764892695;TVN;DZIEŃ DOBRY TVN /6;MIDDLE;REGULAR MIDDLE;2021-05-10;10:48:00;12700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,3204;1,2902;1,26;1,2499;1,2499;50;
-764892703;TVN;DZIEŃ DOBRY TVN /7;POST;REGULAR AFTER;2021-05-10;11:22:00;11300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2544;1,2185;1,12;1,0752;1,0752;50;
-764892708;TVN;UKRYTA PRAWDA;PRE;REGULAR BEFORE;2021-05-10;11:41:00;6200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,8432;0,8366;0,83;0,8233;0,8233;50;
-764892710;TVN;UKRYTA PRAWDA /1;MIDDLE;REGULAR MIDDLE;2021-05-10;11:52:00;5900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,786;0,768;0,75;0,744;0,744;50;
-764892713;TVN;UKRYTA PRAWDA /2;MIDDLE;SANDWICH AFTER;2021-05-10;12:21:00;8400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0689;1,0444;1,02;1,0118;1,0118;50;
-764892715;TVN;UKRYTA PRAWDA /3;MIDDLE;SANDWICH BEFORE;2021-05-10;12:26:00;8400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0363;1,0281;1,02;1,02;1,02;50;
-764892719;TVN;UKRYTA PRAWDA;PRE;REGULAR BEFORE;2021-05-10;12:45:00;8800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0464;1,0382;1,03;1,0217;1,0217;50;
